CaseType,weighted_sum_trans_equity,female_male_ratio,gross_assets,liability_assets_ratio,oper_inc_net_inc_ratio,main_busi_net_inc_ratio,profit_net_inc_ratio,regis_capital,paidin_capital,certif,modify_times,tax_abnormal,register_type,economic_type,pnl_dummy,fair_value_change,oper_total_profit_ratio,total_profit,asset_re
3,,2.5,,,,,,1000,1000,,,0,8,67,-0.333333333,,0.999983353,-30238.04176,10005038.32
3,,,,,,,,200,,,,0,,,,,,,
3,,,,,,,,3000,0,,,0,,,,,,,
3,,,,,,,,1000,1000,,81,0,8,48,,,,,
3,,0.6875,,,,,,0,0,,8,0,8,222,0.333333333,-0.667648532,0.037835667,3873766.503,2664999.714
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,1000,,,,0,19,144,1,-0.558703654,3.670111724,-0.655366838,-0.454472793
3,,,,,,,,3,3,,,0,,,,,,,
3,,6.5,,,,,,20,20,,5,0,8,142,0,-1.601932359,3.516008741,-0.332991114,-0.555756812
0,,,,,,,,100,0,,,0,,,,,,,
0,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,100,0,,,0,8,67,1,,1.001953464,-1710.252566,1.527024324
3,,,,,,,,500,0,,,0,8,206,-1,-0.706758316,3.358415468,0.184449548,0.165615062
3,,,,,,,,0,,,,0,,,,,,,
3,,3,1000.535028,0.002546772,1.015521237,-2.057374923,0.0048696,1000,1000,,,0,8,48,-1,0.432328712,2.112365623,-0.276126765,1.952837638
3,,,,,,,,50,,,,0,,,,,,,
3,,,,,,,,300,0,,,1,8,222,-1,-1.069943247,0.777844778,0.568136012,0.761348582
3,,,,,,,,100,100,,3,0,8,182,-1,-0.487535088,-9.379409181,-0.477118861,1.01444718
3,,,,,,,,200,0,,,0,,,,,,,
3,,,,,,,,50,,,2,0,,,,,,,
3,,,,,,,,0,0,1,,0,,,,,,,
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
3,,,,,,,,1000,0,,,0,,,,,,,
3,198.190429,1.666666667,5273.235311,0.079073017,0.515106626,0.18641201,-1.495003652,5000,5000,,56,0,19,206,1,-0.126950589,0.588880954,-0.369170965,35146667.26
3,,,,,,,,10,,,,0,,,,,,,
3,,,1999.676235,0.000884147,-2.559887972,1.949656178,0.428348518,2000,2000,,3,1,8,192,0.2,-0.594777168,1.162609839,-965.9809747,10001899.47
3,,5,,,,,,500,0,,,0,,,,,,,
3,,2.25,0.626839831,-0.560484761,-0.242947289,-7.62805549,8.600888039,2450,500,,16,0,18,211,0.333333333,-0.544070309,1.878792319,0.032984994,1666700.359
3,,,,,,,,100,,,,0,,,,,,,
3,,,,,,,,5,0,1,,0,19,211,1,-0.080235583,10.44293277,0.164234122,0.867957798
3,,,,,,,,1000,200,,,0,8,48,1,,1.000000937,-34200.15189,3499999.614
3,,,100.9705781,0.007838116,0.408763732,-0.312576744,-3.837375409,100,100,,,0,8,211,-0.333333333,-1.431142031,1.200933648,-630.1089797,672853.328
3,,0.504761905,9.392031202,-0.120316277,0.805296875,-2.943365376,1.76905426,10,0,,,0,19,210,-0.5,0.167556858,-1.169602976,-1.435838476,25002.70296
3,,,126.6401663,0.018200581,-0.123373306,0.063974574,0.106151915,200,200,,9,1,8,3,0.5,-0.772455173,0.677596951,-135719.7086,1051414.714
3,,0.896800826,,,,,,,0,1,7,0,1,168,-1,-0.066945169,0.299405018,0.53134696,0.557326897
3,,,8.35132193,1.005474507,0.306596077,1.798278004,0.124255038,1000,0,,6,0,8,182,0,0.930670863,0.999546539,-1837.296073,-0.67979611
3,184.595325,0.53779171,27026.39081,0.374531575,,,,15000,15000,1,36,0,8,192,0,0.721919909,0.988159333,-4591360.762,112500000.4
3,,,,,,,,,0,,,0,,,,,,,
3,,,,,,,,100,0,,,1,8,222,1,-1.677418176,25.00688133,0.014694432,1.362959714
3,,,,,,,,11,11,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,5000,0,,,0,,,,,,,
3,,0.638888889,,,,,,0,0,1,18,0,,,,,,,
3,,,,,,,,10,10,,1,0,,,,,,,
3,,,,,,,,1000,,,16,0,,,,,,,
3,2.621567215,,8.924471737,-0.057310131,0.131749772,0.809116956,0.537324351,10,0,,,0,19,210,0.333333333,-0.199273206,0.521575397,0.026938492,33337.31793
3,,0.672222222,2100.896968,0.501359646,2.207601378,1.615253835,-0.880414197,1000,1000,,15,1,8,222,0.2,-0.143621175,0.022655263,-50270.50902,15761374.97
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,1000,0,,,1,8,192,1,-0.694971176,0.557287868,-2332.565958,0.482703117
3,,,,,,,,3,0,,,0,8,55,1,,,,3.398404274
3,,0.794117647,0.801375057,-2.455560598,3.115011089,0.917325604,7.85242642,200,50,,33,0,8,238,0.5,1.443552532,-1.643938117,-4553.819547,250824.8117
3,,,,,,,,2,,,8,0,,,,,,,
3,,,,,,,,800,0,,4,0,,,,,,,
3,,,,,,,,50,0,,,0,,,,,,,
2,,,,,,,,10,10,,1,0,,,,,,,
2,,,,,,,,10,10,,1,0,,,,,,,
3,,0.375,,,,,,1000,0,,,0,8,55,-1,,,,999.1393501
3,,0.98989899,35399.32981,,,,,6000,6000,,26,0,6,172,0.333333333,-0.765688821,1.927647982,-1959265.477,226866499.2
3,,,,,,,,50,,,,0,,,,,,,
3,,,,,,,,50,,,,0,,,,,,,
1,212.7614669,0.591782307,,,,,,10000,500,,19,0,8,206,0,-0.800403293,1.135820592,-52851827.1,91666787.37
3,,,,,,,,,0,,,0,8,211,-0.333333333,1.258272039,3.788161304,-1636.398602,27.42176304
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,500,0,,,0,8,222,-1,0.093540179,1.12636598,-0.438758747,0.68158594
2,,,,,,,,1000,1000,,7,0,,,,,,,
3,,,,,,,,100,0,,2,0,8,211,-1,1.907271166,1.004722718,1.021802413,-0.494122953
3,,,,,,,,400,,,,0,19,126,1,-0.911279769,1.171666944,-0.289970241,-0.420292594
2,,,,,,,,10000,10000,,26,0,19,136,0,-0.794065259,0.834949244,-29173.35198,100024999.5
3,,,9.634822253,0.006804121,1.292083058,-0.463496954,-1.052293991,10,0,,2,0,,,,,,,
3,,,,,,,,50,50,,7,0,8,211,1,1.366624542,0.999867222,-12000.59351,-0.460919512
3,,,,,,,,200,200,,2,1,8,53,-1,,0.997790683,-1145.16741,2061380.275
3,,,,,,,,50,,,,0,,,,,,,
3,,,,,,,,0,,,1,0,,,,,,,
3,4.533568202,0.444444444,,,,,,500,500,,16,0,8,222,-0.5,-0.759353698,0.32825058,-333975.0948,2.919707167
3,,,,,0.539970985,-0.272515015,,,0,,,0,,,,,,,
3,,,,,,,,100,100,,,0,,,,,,,
3,,,,,,,,0,0,,,1,8,211,-1,-0.522563923,-0.386494242,-1200.565741,65667.7405
3,,,,,,,,101,0,,,0,8,211,0.333333333,-0.537466559,0.794294266,-0.161851728,1010000.129
3,,0.435714286,13236.83591,,,,,2000,2000,,2,0,8,172,0.666666667,-0.014201006,0.99957734,-1306198.128,65192320.9
3,,,0.474729793,0.566237939,-0.00825128,0.779658091,1.344592204,5000,0,,,0,,,,,,,
2,18.05965831,0.632795699,,,,,,12080,12080,4,15,0,8,172,0.333333333,0.100486319,0.366969565,6771582.35,134261000.3
2,18.05965831,0.632795699,,,,,,12080,12080,4,15,0,8,172,0.333333333,0.100486319,0.366969565,6771582.35,134261000.3
3,,,,,,,,,0,,,0,8,210,1,-0.130738294,-2.434676215,-186.2890648,0.291939175
3,,,,,,,,0,0,,4,0,,,,,,,
3,,,,,,,,1000,1000,,,0,,,,,,,
3,,,,,,,,,,,,0,,,,,,,
3,,,,,,,,10,10,1,,0,8,211,-1,0.456282152,1.527151506,0.927937374,-0.494944501
3,,,,,,,,,0,,,0,,,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,,0.725,335.4868866,0.450497988,-44.42063438,-41.28964336,0.358946065,200,200,5,41,0,19,238,0.666666667,-1.561845328,0.566134125,5109.244171,557424.1194
3,,1.522222222,,,,,,0,0,,2,0,,,,,,,
3,,0,,,-0.715265725,-0.098436318,,0,0,,,0,8,211,-1,-0.287468377,-1.643176703,0.178036236,0.560991378
3,,0.7,20885.57968,7.896990679,-0.251495658,0.370260665,0.401817483,10,0,,13,0,16,222,0,0.694571011,5.070989658,-121999.5192,-0.953718774
3,,,100.2963179,0.005713946,-1.51384354,-0.775454042,0.819681904,100,0,,,1,8,192,1,-0.223481769,0.443874524,-0.055453151,-1.09612093
2,,0.386666667,,,,,,1200,1200,1,8,0,19,206,0.666666667,0.685848013,1.122350275,-155164.1549,142328000.1
3,,,,,,,,10,0,,10,0,,,,,,,
3,83.0833242,0.557692308,,,,,,1000,500,,11,0,19,119,1,0.124206827,0.999863797,-41453.66122,189825333.1
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,100,100,,,0,8,238,-1,-1.992696469,0.983916561,-1.077442235,1.819920824
3,,,,,,,,6,0,,,0,,,,,,,
3,,,,,,,,50,,,,0,8,61,,,,,
3,,0.916666667,,,,,,1000,1000,,2,0,6,206,1,-0.878572339,1.000138635,-12758.27693,11000001.62
3,,,,,,,,50,50,,,0,8,238,1,-0.646230362,0.973669341,-1.101906508,1.645090565
3,,,,,,,,100,,,,0,,,,,,,
3,,0.525568182,,,,,,5000,0,,5,0,8,146,0,-0.773866739,0.948125929,-0.314354134,50000.35888
3,,,,,,,,0,,,3,0,,,,,,,
3,,1.542857143,,,,,,3,0,,2,0,19,206,1,-0.304939237,0.376284648,-11650.37155,6033.725974
3,,,,,,,,10,0,,,0,,,,,,,
3,,0.75018315,17.87319805,-0.022026077,1.447209963,0.400947283,1.24044863,10,10,,4,0,8,222,-1,2.511276632,2.351004954,-0.596631577,50000.13871
3,,0.774151774,,,,,,,0,1,9,0,,,,,,,
3,,,,,,,,24,,,,0,,,,,,,
3,,0.57017291,,,2.461163776,2.461058801,,0,0,1,21,0,1,167,1,0.16399919,3.290931892,1.025563834,-0.349278728
3,,,,,,,,3,0,,,1,8,211,-1,-2.232493173,54.40166286,-0.007701809,100.0263215
3,,,,,,,,50,0,,,0,8,211,-1,0.121355497,-6.056123115,0.232112581,0.899333662
3,,,,,,,,1000,1000,,,0,19,236,1,-0.890657253,1.000051245,-989625.366,8114050.401
3,,,,,,,,520,520,,21,0,,,,,,,
3,,0.401139601,27973583.08,0.677336829,9.924766956,9.922583779,1.000009196,1000000,1000000,,15,0,6,206,0,-0.730983562,0.876842547,-481783333.1,1.52E+11
3,,,,,,,,0,,,,0,8,132,-1,-0.237686561,5.699951318,0.456863545,1.281965677
3,,,,,,,,1000,0,,,0,,,,,,,
0,,,,,,,,100,100,,,0,,,,,,,
3,,0.6,,,,,,100,100,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
3,,0,-0.745643953,1.073053254,1.940029632,0.783661198,-2.29122037,5000,0,,,0,,,,,,,
3,,,,,,,,31.2125,0,,,0,,,,,,,
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,100,0,,,0,19,211,1,1.944361508,-0.899677837,-11786.18109,-0.265480045
2,,,,,,,,5600,5600,,12,0,19,26,1,,0.999909239,-94414.77181,58389132.62
3,,,,,,,,100,100,1,3,0,19,55,1,,0.999687568,-904.9475826,1001060.288
3,,,,,,,,10,0,,,0,8,55,1,,,,7.735920969
3,,,,,,,,1000,1000,,,0,,,,,,,
3,,,,,,,,0,,,1,0,,,,,,,
3,,,,,,,,1000,0,,6,0,8,210,0,-1.296889294,-0.509620432,-1.187243121,-0.344072747
3,,0.453703704,,,,,,100,100,1,8,0,8,206,0.333333333,0.68290374,1.756794368,-2998.917672,640033.9876
3,,0.249158249,-0.631241635,-0.605091737,1.2491293,-3.320374339,-0.232637016,800,0,,4,0,8,222,0.333333333,0.594571677,0.127441427,-0.228793001,0.415651696
3,,0.7,,,,,,,0,,3,0,,,,,,,
3,,,,,,,,50,,,,0,,,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,,1.484126984,0.720270029,1.274456371,-0.532508016,-0.464572822,0.018318367,10000,0,,,0,8,192,0.333333333,0.56550623,1.000347618,-2196.797169,4200.58804
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,1000,,,,0,,,,,,,
3,,0.694444444,4228.549002,0.10575862,0.331863282,-0.013916037,-1.603516732,500,0,,9,0,8,211,1,0.740714791,1.000031499,-1854.881887,21145150.35
0,,,,,,,,1000,300,,,0,8,222,1,-0.950028697,0.447417986,-14595.39424,1529132.07
0,,,,,,,,1000,300,,,0,8,222,1,-0.950028697,0.447417986,-14595.39424,1529132.07
3,,1.333333333,30.81219157,0.02316692,-0.019078113,-0.307805011,-0.785933302,30,30,,,0,8,55,1,,,,14780.8939
3,,0.900793651,,,,,,0,0,,13,0,,,,,,,
1,,,,,,,,10,10,,1,0,,,,,,,
3,,,,,,,,1000,1000,,12,1,8,115,1,0.95870546,27.58140522,-0.034071748,0.402021076
3,,0.090909091,,,,,,10,0,,1,0,,,,,,,
3,,0.75,-0.270021428,-0.61360596,0.001285765,-0.114681603,-1.134645041,100,,,,0,,,,,,,
3,,0.55,32.52758014,-0.067148521,0.022629095,0.022889499,0.926932816,1000,1000,,5,0,19,206,0.333333333,0.239271573,1.010086632,-76846.19777,557900.5469
3,,1.2,,,,,,1000,0,,2,1,8,192,0,-0.7965093,-7.183567498,0.136336243,-0.293057235
3,161.5972292,0.930555556,498.4114932,,,,,500,500,,18,0,19,172,0.5,0.362459066,1.513139929,-1772524.556,4775332.933
2,,0.460394825,,,,,,0,0,3,16,0,9,168,0,-0.495707044,2.552452298,-0.815629241,0.408528296
3,,,,,,,,40,40,,,0,8,222,1,0.803299828,1.762137452,-0.387549424,0.483534362
3,,,,,,,,1000,0,,,1,8,222,-1,-0.46258847,-1.277978992,0.555028012,-0.878353464
3,,,,,,,,100,,,11,0,,,,,,,
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,100,0,,,0,8,172,-1,-0.82954324,-0.387992472,1.35105206,999998.7399
3,,,,,,,,10000,10000,,3,1,8,222,1,-0.972818509,0.485248619,-12917.75456,49995401.03
3,,,,,,,,100,100,,1,1,8,210,1,-0.514046274,-2.169774442,0.044308023,-0.053727208
3,,,306.3475507,0.029477953,9.425420311,-5.39398827,12.62135457,300,300,,2,1,8,211,0,-0.746393575,0.275910237,-1434.3677,43565.71172
3,,,,,,,,2000,0,,,1,8,243,0,-0.517412638,0.425315028,-266.6783582,-0.28221984
3,,1.8,,,,,,100,100,,3,0,,,,,,,
3,195.1687711,0.930555556,1088.754466,0.07918971,0.000561594,-0.000688595,0.999721104,10000,1000,,16,0,8,238,1,0.63237899,0.999671042,-4522.684179,6962733.491
3,,0.829004329,,,,,,0,0,1,24,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,500,0,,,0,8,210,-1,-0.096785838,-0.474069534,1.699966885,-0.25466743
3,,,,,,,,50,50,,,0,8,67,1,,0.997856486,-561.1736359,509440.0744
3,,0.549101733,1107.109187,0.011471459,0.75909593,-0.298376327,-1.398970243,1041.45,677,,15,0,,,,,,,
3,,0.7,,,,,,0,0,1,22,0,,,,,,,
2,301.4174505,0.444444444,,,,,,10,,,16,0,8,210,-0.333333333,-0.568935461,0.648480123,-5666.261912,100000.3168
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,50,0,,5,0,19,211,-1,0.25593614,-6.674289768,-0.023477932,0.353154595
3,,,,,,,,50,,,,0,,,,,,,
3,,,2.940749099,1.071136838,0.574589367,-0.085292381,1.496093365,1000,1000,,3,0,,,,,,,
3,,,,,,,,0,,,2,0,8,61,,,,,
3,,,,,,,,2000,2000,,,0,19,215,-1,1.817597961,1.249514187,-1.670457256,0.64761532
3,,1.625,,,,,,0,0,1,12,0,,,,,,,
3,240.7877817,0.467592593,,,,,,3000,0,,7,1,8,217,0.5,0.461782171,2.45111189,-67.31449186,333.3306468
3,,,,,,,,50,0,,,0,8,211,-1,-1.028230245,1.232953806,-0.384393959,48.50206987
3,,,,,,,,,0,,,0,8,211,-1,-0.585346118,0.264523725,0.803843971,-0.639302574
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,5,5,,,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,0,0,,,0,8,228,1,-0.355060555,0.382937427,-0.703339872,0.831691499
3,,0.833333333,,,,,,1000,0,,2,0,8,211,-0.333333333,-0.701873823,0.797359649,0.624950355,33333.52528
3,,,,,,,,200,0,,4,0,,,,,,,
3,19.10692737,0.564393939,5000.023054,-0.000165939,1.286924725,0.475990954,2.458795915,5000,100,,8,0,19,214,-1,1.181041232,2.3987028,-0.410240243,1.05766938
1,,0.676190476,,,,,,5000,500,,36,0,19,211,0.666666667,-1.099711791,1.000101454,-2445604.448,6109091.699
1,,0.676190476,,,,,,5000,500,,36,0,19,211,0.666666667,-1.099711791,1.000101454,-2445604.448,6109091.699
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,10,0,,,0,,,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
0,,,,,,,,0,0,,2,0,,,,,,,
3,,,,,,,,0,,,,0,8,61,,,,,
3,,,,,,,,3,0,,,0,,,,,,,
1,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,10,,,2,0,,,,,,,
3,,,,,,,,100,0,,1,0,,,,,,,
3,,0.291666667,10793.84058,0.496778925,0.162400387,-0.218856474,1.161978853,5000,5000,,14,0,8,174,0.333333333,0.618376049,1.000487112,-61904.62471,107942333.2
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,300,300,,7,0,,,,,,,
0,,,,,,,,30,30,,,0,,,,,,,
0,,,,,,,,10,10,,7,0,8,211,-1,-0.460441965,1.791129637,-0.89520355,0.892954519
0,,,,,,,,10,10,,7,0,8,211,-1,-0.460441965,1.791129637,-0.89520355,0.892954519
3,,,,,,,,3,3,,,0,,,,,,,
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,1000,0,,1,1,,,,,,,
3,,,,,,,,100,100,,4,1,8,211,1,-1.656466488,0.507718641,1.245698131,1.61132022
3,,,,,,,,5000,0,,,0,,,,,,,
3,,0,,,,,,0,0,,2,0,8,222,1,-0.434284338,0.820075463,-1.590206678,-0.618163522
3,,,,,,,,3,,,1,0,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,50,50,,1,0,8,211,-1,0.001109845,-20.84197973,0.058671856,-0.901343991
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,0,0,,,0,8,211,1,0.28446352,290.9812249,0.001497993,0.960774761
3,,,,,,,,100,0,,2,0,8,211,1,-1.649233303,-1.04782347,-0.609247551,-1.390246791
3,,,,,,,,0,0,,,0,,,,,,,
3,,0.670454545,,,,,,4500,0,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
2,,,,,,,,0,,,,0,,,,,,,
3,,1.5,,,,,,,,,,0,,,,,,,
3,,,,,,,,480,480,1,2,0,,,,,,,
2,,1.150793651,,,,,,11000,11000,,6,0,19,221,0.666666667,0.119636306,0.524178673,-4288980.299,107109666.7
2,,0.394197643,,,,,,5000,0,,30,0,8,238,0,-0.005486058,0.948443011,-6762319.526,898846749.5
2,,0.394197643,,,,,,5000,0,,30,0,8,238,0,-0.005486058,0.948443011,-6762319.526,898846749.5
2,,0.394197643,,,,,,5000,0,,30,0,8,238,0,-0.005486058,0.948443011,-6762319.526,898846749.5
3,,,,,,,,50,50,,,0,8,236,-1,-0.109686502,-2.70288913,-0.584536154,0.502190398
3,,,,,,,,3,3,,,0,21,210,1,0.350077019,2.264539887,-0.332972757,1.342113723
3,,,,,,,,10,10,,12,0,,,,,,,
2,85.25683648,0.597777778,,,,,,1760,1760,,45,0,19,192,0.333333333,0.900868851,0.992214244,-996223.9155,39064566.55
2,85.25683648,0.597777778,,,,,,1760,1760,,45,0,19,192,0.333333333,0.900868851,0.992214244,-996223.9155,39064566.55
3,,,,,,,,10000,0,,,0,,,,,,,
3,,0.851851852,,,,,,15000,0,,,0,19,211,0,0.427947266,0.566753618,-4999.378184,2500074999
3,,0.6266819,,,,,,7000,7000,1,14,0,15,168,0.6,0.362329854,0.333172544,9186751.297,282907750.2
3,,1.5,,,,,,3,3,,5,0,,,,,,,
3,89.46215046,0.587820513,703105.8088,0.705749477,-0.025162827,-0.025145105,1.000018588,50000,50000,,36,0,8,119,0.5,0.866618494,-2.219136888,43559799.73,1097959999
3,,0.279100529,33036.5478,0.93732521,0.207792169,0.789497013,-0.054723095,2068,2068,,2,0,8,76,,,,,
1,,0.625,,,,,,10000,0,,3,0,19,222,0.333333333,-0.604754028,1.067670123,-235446.7472,54667.53498
3,,0.440740741,1391111.5,0.487127729,-0.372601794,0.018811971,0.947621633,100,0,,8,0,8,195,0.5,0.862131569,0.614613978,-216023.9409,2184500.019
3,101.1537677,1,201.2384189,0.002200504,-277.4306929,-279.2634568,-2.617776532,200,200,1,34,0,19,177,0.2,-0.690698619,-1716.072532,17014.06753,1253023.189
3,,,,,,,,0,0,1,,0,8,207,1,-0.804823115,0.359134801,-3599.833014,46400.13871
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,10,10,,1,0,,,,,,,
1,,0.586666667,4695.921059,0.637241729,-0.997015778,-0.981442164,0.470685619,6200,0,,12,0,19,206,0.5,-0.241233552,1.001979903,-754271.1912,31000013.84
3,,0.980952381,,,,,,10,0,,2,0,19,211,-0.333333333,0.553920702,1.453626282,-5000.097302,1667.670874
3,,0.507407407,,,,,,500,0,,,0,19,148,1,0.277019469,0.81909706,0.237422405,1666666.946
3,,,,,,,,6000,0,,,0,19,210,1,-1.426353452,-0.169009274,0.507091248,0.774978047
3,,0.789473684,21283.69489,0.092097215,0.462230462,-0.343119106,1.027489769,100000,0,,21,0,23,206,-0.333333333,0.838321602,-0.972556954,0.167248836,66448999.24
3,,0.817460317,24.63157575,1.788391576,1.932607088,0.143185449,-0.124248729,50,50,,,0,8,211,-1,-0.123668884,-3.808089654,0.144487171,0.269096816
3,,,,,,,,3,0,,,0,,,,,,,
3,,,,,,,,10,,,,0,,,,,,,
3,,0.555555556,98.20369634,-0.000336314,2.302693192,2.591485892,0.763396337,1000,0,,8,0,,,,,,,
3,,1.422222222,,,,,,20000,0,,,0,,,,,,,
3,,,,,,,,2,,,,0,,,,,,,
0,,,,,,,,100,100,,14,0,8,148,0.5,1.718168552,0.254618462,-12901.68272,33743.51214
3,,0,0.57714697,1.473993087,-0.507142534,-0.436261796,-1.889195163,100,0,,2,0,8,210,-1,-0.201279061,1.343542825,0.620430631,0.225883974
3,,,,,,,,100,100,,,0,8,67,,,,,
3,,,,,,,,1000,0,,3,1,8,222,1,0.404303278,-2.95896809,-0.238097754,-0.19343688
3,,,,,,,,30,30,,,0,,,,,,,
3,,,,,,,,3,3,,,0,8,182,-1,1.269789848,1.241054646,1.954273185,-1.00156696
0,,,,,,,,3,3,,,0,,,,,,,
3,,,,,,,,10,0,,,0,8,55,-1,,1.000023026,-2392.752991,0.151054804
3,,,,,,,,1000,0,,3,0,,,,,,,
3,300.2158426,0.666666667,3973.912014,0.387454339,0.083706268,0.308943411,0.328790687,3070,3070,,3,1,8,85,0.6,-0.398794307,1.461167853,-9209662.884,32116930.56
3,,1.622222222,,,,,,1000,0,,12,0,19,206,-1,-0.397888499,1.000005917,-91366.78664,1521666.382
3,,,,,,,,10000,10000,,2,0,8,192,0.333333333,1.773487375,-0.215631481,-68244.6995,5540631.349
3,,,,,,,,50,50,,1,0,8,55,-1,,,,99999.05101
3,113.8739732,1.263888889,3441.711088,0.665214777,-0.300109428,-0.035703176,0.695735642,1000,1000,,20,1,8,192,0,-0.22007837,0.572359105,-1357051.961,29507700.43
3,,,,,,,,10,10,,,0,8,61,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,,1.2,,,,,,0,0,,10,0,,,,,,,
3,,0.940559441,,,,,,0,0,1,26,0,,,,,,,
3,,4,,,,,,101,0,,7,0,,,,,,,
3,,,,,,,,5,,,,0,,,,,,,
3,,,,,,,,100,100,,1,0,,,,,,,
3,,,,,,,,50,,,6,0,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
2,,,,,,,,5000,5000,,5,1,19,206,0.333333333,0.979249486,1.294234263,-1085353.424,20103266.47
3,,,,,,,,3,,,1,0,,,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,50,0,,,0,,,,,,,
3,,1.242424242,,,,,,5,5,1,23,0,,,,,,,
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,,0,1,15,0,,,,,,,
3,,,,,,,,3000,3000,,1,0,8,222,0.6,-0.109017434,0.019791491,-218156.8047,21943500.99
3,,1.5,,,,,,0,0,1,3,0,8,176,-1,0.083368449,0.485736696,-1.080940709,-0.851406752
3,,,-0.083142287,-0.880485178,-0.453591646,0.336439469,-0.371663001,100,100,,2,0,8,211,1,0.039761541,-33.00189539,-0.17383983,49999.96639
3,,,,,,,,100,0,,7,0,,,,,,,
3,,,,,,,,0,0,1,,0,,,,,,,
3,,,,,,,,,0,,,0,,,,,,,
3,63.79453546,0.47966848,,,,,,500,0,,,0,8,211,0,1.047595353,3.365916333,-5026.137915,492499.6629
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,500,500,,4,0,8,211,1,0.690579998,-3.72013206,0.425579624,1.271428885
3,,0.542592593,,,,,,5000,5000,,7,0,8,195,0.333333333,-0.512955759,1.035291677,-5575878.416,195407800.8
3,,,,,,,,10,0,,,0,,,,,,,
3,32.46505564,1.222222222,,,,,,5000,5000,,14,0,8,222,0,0.886462107,0.114638365,-107727.2724,1244.868953
3,,,,,,,,100,,,,0,,,,,,,
3,,,,,,,,2000,,,,0,,,,,,,
3,,,,,,,,100,100,1,1,0,19,210,1,-1.491599971,-63.6039449,0.020692444,1.563748936
3,,,,,,,,3,3,,,0,8,137,1,-1.807603511,-0.704241675,-8011.42624,8724.751675
3,,,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,15000,15000,,,0,8,206,-1,-0.116794861,0.394637045,1.399000739,0.131950207
3,,0.805555556,213.9506793,0.563848925,1.365266851,0.451265335,1.200899742,500,0,,,0,19,212,0.333333333,-0.565029938,0.541510263,-403.6894047,2133332.636
3,,0.495726496,0.860609383,1.481153146,-1.331694678,-1.215623072,1.125399853,200,0,,17,0,8,222,-0.333333333,0.60729726,6.931211315,-4620.747409,29666.16026
3,,0.295382395,,,,,,10000,1000,,27,0,6,172,0.5,1.063810619,-0.025807434,-39793332.44,332880750
1,,,,,,,,100,100,,,0,19,210,-1,-1.641712649,-1.358381862,-0.816451834,-1.100025464
3,,,555.6774074,0.910800845,-283.4402229,-285.1675324,-0.062913014,50,0,,,0,8,27,1,,1.00024415,-5355.765052,556.41645
3,,,,,,,,30,0,,,0,8,211,-1,0.573283451,-4.774816106,0.007111294,0.036113526
3,,,,,,,,200,200,,,0,17,60,,,,,
3,,,,,,,,2000,2000,,17,0,8,192,0,0.010488254,1.670172488,0.912497218,-0.592447482
3,,,,,,,,100,100,,8,0,8,41,,,,,
3,,,,,,,,500,500,,4,0,,,,,,,
3,,,,,,,,100,100,,2,0,8,211,0.6,0.205523447,-4.44214029,-0.346155713,7293781.88
